Name;Title;Co-Authors;Pagintation;Published;Venue
Jean-Marc Champarnaud;Multi-tape Automata with Symbol Classes.;Florent Nicart, Tibor Csáki, Tamás Gaál, André Kempe;[<span itemprop="pagination">126-136</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Tibor Csáki;Multi-tape Automata with Symbol Classes.;Florent Nicart, Jean-Marc Champarnaud, Tamás Gaál, André Kempe;[<span itemprop="pagination">126-136</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Tamás Gaál;Multi-tape Automata with Symbol Classes.;Florent Nicart, Jean-Marc Champarnaud, Tibor Csáki, André Kempe;[<span itemprop="pagination">126-136</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
André Kempe;Multi-tape Automata with Symbol Classes.;Florent Nicart, Jean-Marc Champarnaud, Tibor Csáki, Tamás Gaál;[<span itemprop="pagination">126-136</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Corinna Cortes;On the Computation of Some Standard Distances Between Probabilistic Automata.;Mehryar Mohri, Ashish Rastogi;[<span itemprop="pagination">137-149</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Mehryar Mohri;On the Computation of Some Standard Distances Between Probabilistic Automata.;Corinna Cortes, Ashish Rastogi;[<span itemprop="pagination">137-149</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Ashish Rastogi;On the Computation of Some Standard Distances Between Probabilistic Automata.;Corinna Cortes, Mehryar Mohri;[<span itemprop="pagination">137-149</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Andreas Maletti;Does o-Substitution Preserve Recognizability?;;[<span itemprop="pagination">150-161</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Hartmut Messerschmidt;Correctness Preservation and Complexity of Simple RL-Automata.;Frantisek Mráz, Friedrich Otto, Martin Plátek;[<span itemprop="pagination">162-172</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Frantisek Mráz;Correctness Preservation and Complexity of Simple RL-Automata.;Hartmut Messerschmidt, Friedrich Otto, Martin Plátek;[<span itemprop="pagination">162-172</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Friedrich Otto;Correctness Preservation and Complexity of Simple RL-Automata.;Hartmut Messerschmidt, Frantisek Mráz, Martin Plátek;[<span itemprop="pagination">162-172</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Martin Plátek;Correctness Preservation and Complexity of Simple RL-Automata.;Hartmut Messerschmidt, Frantisek Mráz, Friedrich Otto;[<span itemprop="pagination">162-172</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Parosh Aziz Abdulla;Bisimulation Minimization of Tree Automata.;Lisa Kaati, Johanna Högberg;[<span itemprop="pagination">173-185</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Lisa Kaati;Bisimulation Minimization of Tree Automata.;Parosh Aziz Abdulla, Johanna Högberg;[<span itemprop="pagination">173-185</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Johanna Högberg;Bisimulation Minimization of Tree Automata.;Parosh Aziz Abdulla, Lisa Kaati;[<span itemprop="pagination">173-185</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Jens Glöckler;Forgetting Automata and Unary Languages.;;[<span itemprop="pagination">186-197</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Hing Leung;Structurally Unambiguous Finite Automata.;;[<span itemprop="pagination">198-207</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Roderick Bloem;Symbolic Implementation of Alternating Automata.;Alessandro Cimatti, Ingo Pill, Marco Roveri, Simone Semprini;[<span itemprop="pagination">208-218</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Alessandro Cimatti;Symbolic Implementation of Alternating Automata.;Roderick Bloem, Ingo Pill, Marco Roveri, Simone Semprini;[<span itemprop="pagination">208-218</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Ingo Pill;Symbolic Implementation of Alternating Automata.;Roderick Bloem, Alessandro Cimatti, Marco Roveri, Simone Semprini;[<span itemprop="pagination">208-218</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Marco Roveri;Symbolic Implementation of Alternating Automata.;Roderick Bloem, Alessandro Cimatti, Ingo Pill, Simone Semprini;[<span itemprop="pagination">208-218</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Simone Semprini;Symbolic Implementation of Alternating Automata.;Roderick Bloem, Alessandro Cimatti, Ingo Pill, Marco Roveri;[<span itemprop="pagination">208-218</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Yung-Pin Cheng;On-the-Fly Branching Bisimulation Minimization for Compositional Analysis.;Hong-Yi Wang, Yu-Ru Cheng;[<span itemprop="pagination">219-229</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Hong-Yi Wang;On-the-Fly Branching Bisimulation Minimization for Compositional Analysis.;Yung-Pin Cheng, Yu-Ru Cheng;[<span itemprop="pagination">219-229</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Yu-Ru Cheng;On-the-Fly Branching Bisimulation Minimization for Compositional Analysis.;Yung-Pin Cheng, Hong-Yi Wang;[<span itemprop="pagination">219-229</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Tim Fernando;Finite-State Temporal Projection.;;[<span itemprop="pagination">230-241</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Matthieu Constant;Compiling Linguistic Constraints into Finite State Automata.;Denis Maurel;[<span itemprop="pagination">242-252</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Denis Maurel;Compiling Linguistic Constraints into Finite State Automata.;Matthieu Constant;[<span itemprop="pagination">242-252</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
José Fortes Gálvez;Shift-Resolve Parsing: Simple, Unbounded Lookahead, Linear Time.;Sylvain Schmitz, Jacques Farré;[<span itemprop="pagination">253-264</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Sylvain Schmitz;Shift-Resolve Parsing: Simple, Unbounded Lookahead, Linear Time.;José Fortes Gálvez, Jacques Farré;[<span itemprop="pagination">253-264</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Jacques Farré;Shift-Resolve Parsing: Simple, Unbounded Lookahead, Linear Time.;José Fortes Gálvez, Sylvain Schmitz;[<span itemprop="pagination">253-264</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Manuel Vazquez de Parga;A Family of Algorithms for Non Deterministic Regular Languages Inference.;Pedro García, José Ruiz;[<span itemprop="pagination">265-274</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Pedro García;A Family of Algorithms for Non Deterministic Regular Languages Inference.;Manuel Vazquez de Parga, José Ruiz;[<span itemprop="pagination">265-274</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
José Ruiz;A Family of Algorithms for Non Deterministic Regular Languages Inference.;Manuel Vazquez de Parga, Pedro García;[<span itemprop="pagination">265-274</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Ruhsan Onder;XSLT Version 2.0 Is Turing-Complete: A Purely Transformation Based Proof.;Zeki Bayram;[<span itemprop="pagination">275-276</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Zeki Bayram;XSLT Version 2.0 Is Turing-Complete: A Purely Transformation Based Proof.;Ruhsan Onder;[<span itemprop="pagination">275-276</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Suman Roy;A Finite Union of DFAs in Symbolic Model Checking of Infinite Systems.;Bhaskar Chakraborty;[<span itemprop="pagination">277-278</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Bhaskar Chakraborty;A Finite Union of DFAs in Symbolic Model Checking of Infinite Systems.;Suman Roy;[<span itemprop="pagination">277-278</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Guowu Yang;Universality of Hybrid Quantum Gates and Synthesis Without Ancilla Qudits.;Fei Xie, Xiaoyu Song, Marek A. Perkowski;[<span itemprop="pagination">279-280</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Fei Xie;Universality of Hybrid Quantum Gates and Synthesis Without Ancilla Qudits.;Guowu Yang, Xiaoyu Song, Marek A. Perkowski;[<span itemprop="pagination">279-280</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Xiaoyu Song;Universality of Hybrid Quantum Gates and Synthesis Without Ancilla Qudits.;Guowu Yang, Fei Xie, Marek A. Perkowski;[<span itemprop="pagination">279-280</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Marek A. Perkowski;Universality of Hybrid Quantum Gates and Synthesis Without Ancilla Qudits.;Guowu Yang, Fei Xie, Xiaoyu Song;[<span itemprop="pagination">279-280</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Michael Luttenberger;Reachability Analysis of Procedural Programs with Affine Integer Arithmetic.;;[<span itemprop="pagination">281-282</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Guillaume Bonfante;Lexical Disambiguation with Polarities and Automata.;Joseph Le Roux, Guy Perrier;[<span itemprop="pagination">283-284</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Joseph Le Roux;Lexical Disambiguation with Polarities and Automata.;Guillaume Bonfante, Guy Perrier;[<span itemprop="pagination">283-284</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Guy Perrier;Lexical Disambiguation with Polarities and Automata.;Guillaume Bonfante, Joseph Le Roux;[<span itemprop="pagination">283-284</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Adrian D. Thurston;Parsing Computer Languages with an Automaton Compiled from a Single Regular Expression.;;[<span itemprop="pagination">285-286</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Heikki Hyyrö;Tighter Packed Bit-Parallel NFA for Approximate String Matching.;;[<span itemprop="pagination">287-289</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Natasa Jonoska;Using Automata to Describe Self-Assembled Nanostructures.;;[<span itemprop="pagination">1-3</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Karen Rudie;A Summary of Some Discrete-Event System Control Problems.;;[<span itemprop="pagination">4-16</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Cyril Allauzen;Large-Scale Training of SVMs with Automata Kernels.;Corinna Cortes, Mehryar Mohri;[<span itemprop="pagination">17-27</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Corinna Cortes;Large-Scale Training of SVMs with Automata Kernels.;Cyril Allauzen, Mehryar Mohri;[<span itemprop="pagination">17-27</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Mehryar Mohri;Large-Scale Training of SVMs with Automata Kernels.;Cyril Allauzen, Corinna Cortes;[<span itemprop="pagination">17-27</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Cyril Allauzen;Filters for Efficient Composition of Weighted Finite-State Transducers.;Michael Riley, Johan Schalkwyk;[<span itemprop="pagination">28-38</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Michael Riley;Filters for Efficient Composition of Weighted Finite-State Transducers.;Cyril Allauzen, Johan Schalkwyk;[<span itemprop="pagination">28-38</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Johan Schalkwyk;Filters for Efficient Composition of Weighted Finite-State Transducers.;Cyril Allauzen, Michael Riley;[<span itemprop="pagination">28-38</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Marco Almeida;Incremental DFA Minimisation.;Nelma Moreira, Rogério Reis;[<span itemprop="pagination">39-48</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Nelma Moreira;Incremental DFA Minimisation.;Marco Almeida, Rogério Reis;[<span itemprop="pagination">39-48</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Rogério Reis;Incremental DFA Minimisation.;Marco Almeida, Nelma Moreira;[<span itemprop="pagination">39-48</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Jan Antos;Finite Automata for Generalized Approach to Backward Pattern Matching.;Borivoj Melichar;[<span itemprop="pagination">49-58</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Borivoj Melichar;Finite Automata for Generalized Approach to Backward Pattern Matching.;Jan Antos;[<span itemprop="pagination">49-58</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
José Bacelar Almeida;Partial Derivative Automata Formalized in Coq.;Nelma Moreira, David Pereira, Simão Melo de Sousa;[<span itemprop="pagination">59-68</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Nelma Moreira;Partial Derivative Automata Formalized in Coq.;José Bacelar Almeida, David Pereira, Simão Melo de Sousa;[<span itemprop="pagination">59-68</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
David Pereira;Partial Derivative Automata Formalized in Coq.;José Bacelar Almeida, Nelma Moreira, Simão Melo de Sousa;[<span itemprop="pagination">59-68</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Simão Melo de Sousa;Partial Derivative Automata Formalized in Coq.;José Bacelar Almeida, Nelma Moreira, David Pereira;[<span itemprop="pagination">59-68</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Jean-Marc Champarnaud;Regular Geometrical Languages and Tiling the Plane.;Jean-Philippe Dubernard, Hadrien Jeanne;[<span itemprop="pagination">69-78</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Jean-Philippe Dubernard;Regular Geometrical Languages and Tiling the Plane.;Jean-Marc Champarnaud, Hadrien Jeanne;[<span itemprop="pagination">69-78</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Hadrien Jeanne;Regular Geometrical Languages and Tiling the Plane.;Jean-Marc Champarnaud, Jean-Philippe Dubernard;[<span itemprop="pagination">69-78</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Krzysztof Chmiel;COMPAS - A Computing Package for Synchronization.;Adam Roman;[<span itemprop="pagination">79-86</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Adam Roman;COMPAS - A Computing Package for Synchronization.;Krzysztof Chmiel;[<span itemprop="pagination">79-86</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
Alessandro Cimatti;From Sequential Extended Regular Expressions to NFA with Symbolic Labels.;Sergio Mover, Marco Roveri, Stefano Tonetta;[<span itemprop="pagination">87-94</span>];[<meta content="2010" itemprop="datePublished"/>];<title>dblp: CIAA 2010</title>
